ra,dec,mag_model_hst-f814w,mag_model_uvista-y,mag_model_uvista-j,mag_model_uvista-h,mag_model_uvista-ks,mag_model_irac-ch1,mag_model_irac-ch2,mag_model_f115w,mag_model_f150w,mag_model_f277w,mag_model_f444w,flux_model_hst-f814w,flux_model_uvista-y,flux_model_uvista-j,flux_model_uvista-h,flux_model_uvista-ks,flux_model_irac-ch1,flux_model_irac-ch2,flux_model_f115w,flux_model_f150w,flux_model_f277w,flux_model_f444w,flux_err-cal_model_hst-f814w,flux_err-cal_model_uvista-y,flux_err-cal_model_uvista-j,flux_err-cal_model_uvista-h,flux_err-cal_model_uvista-ks,flux_err-cal_model_irac-ch1,flux_err-cal_model_irac-ch2,flux_err-cal_model_f115w,flux_err-cal_model_f150w,flux_err-cal_model_f277w,flux_err-cal_model_f444w,zpdf_med,mass_med,ssfr_med
149.8413689,2.234231792,24.55211905,24.32032232,24.15844225,23.61819156,23.5451524,23.80859107,23.67101519,24.26619096,23.72797092,23.45348101,23.28927182,0.548469369,0.679002027,0.788175808,1.2963533,1.386561188,1.08783636,1.234792329,0.713713013,1.171687059,1.508716352,1.755057192,0.017640456,0.073448054,0.058036143,0.067883936,0.088812125,0.148037092,0.141369522,0.021898335,0.026394196,0.030407794,0.034691916,2.6394,9.62916,-8.36037
149.8589988,2.228362177,24.68053613,24.35998512,24.27838629,23.67574742,23.54980676,23.52240629,23.53586076,24.43873343,23.9618406,23.35055074,23.35112979,0.48728781,0.654645146,0.705741221,1.229422143,1.380629964,1.415915981,1.398478188,0.60884484,0.944634405,1.658745296,1.657860886,0.080295311,0.097238247,0.080364529,0.093001806,0.116455746,0.172327309,0.157632842,0.078486654,0.067393417,0.043046527,0.042781627,3.009,9.74068,-8.37476
149.8918821,2.216657385,25.95606724,25.71918946,26.06917129,25.22930383,24.79666543,24.76327302,24.60827182,25.85888266,25.5578772,24.55277639,24.46860353,0.150512685,0.18720792,0.135622418,0.293953387,0.437858545,0.451534347,0.520824341,0.164606483,0.217194648,0.548137409,0.59232299,0.044830726,0.081726671,0.075497372,0.095376477,0.13064112,0.164529374,0.132021323,0.037973092,0.027941434,0.019802881,0.022529972,3.2872,9.51579,-8.75962
149.8177272,2.243550598,24.90874125,24.87630127,24.65744581,24.16072422,24.0281244,24.06381582,23.94942623,24.74168332,24.28662869,23.75034941,23.65568737,0.394914882,0.40689232,0.497761928,0.786520983,0.888689895,0.859950937,0.955497397,0.460602902,0.700403846,1.147784185,1.252348079,0.02193743,0.112447002,0.090664859,0.104736123,0.134199577,0.16115931,0.173175982,0.024249294,0.023956046,0.030062219,0.032416669,2.861,9.55849,-8.26861
149.8108538,2.247090802,26.30352607,24.83708621,24.74952783,24.84477622,24.92370851,24.6626554,24.9556815,25.62028254,25.71333878,24.41889428,24.47785579,0.109292302,0.421857249,0.457287014,0.418879891,0.389508193,0.495379282,0.378205115,0.205062847,0.188219444,0.620072237,0.587296866,0.039548327,0.13348868,0.112255817,0.129978141,0.167744733,0.176932862,0.194170191,0.024838492,0.02081585,0.047190825,0.045941765,4.3568,9.65088,-8.48116
149.8917114,2.217576172,27.93317839,26.66495043,25.59817053,24.5452676,23.82805606,22.92117674,22.33437714,27.55583208,26.16003271,23.24582108,22.22362115,0.024362881,0.078346541,0.209281957,0.551941386,1.068507506,2.463368055,4.229111592,0.034487933,0.124734593,1.826718252,4.683295274,0.05361358,0.083465203,0.073621449,0.091424037,0.122387672,0.177096126,0.1411286,0.064895898,0.056741269,0.025716325,0.040930055,3.5893,10.82109,-8.55533
149.815525,2.245700216,27.78968914,25.86075464,25.64609544,24.75474696,24.13688242,23.49726845,23.15621038,28.34560169,26.74025791,23.86772247,22.84427191,0.027805093,0.16432292,0.200245067,0.455094113,0.803983311,1.449080861,1.983882053,0.016663235,0.073096542,1.03017501,2.64418135,0.037741767,0.09493097,0.078132494,0.092003559,0.121555524,0.153453348,0.164600635,0.039435159,0.03168933,0.032576124,0.066654464,3.5353,10.39505,-8.19063
149.8464921,2.23454268,24.90919889,24.63244359,24.4036836,23.82682919,23.60719599,23.67008872,23.45988459,24.75366833,24.15707249,23.32356421,23.05168738,0.394748461,0.509357333,0.628820311,1.069715582,1.309548551,1.235846447,1.499844256,0.455546453,0.789170793,1.700490909,2.184364199,0.01849086,0.057157388,0.043101448,0.050316587,0.064701153,0.156162143,0.129798084,0.020174932,0.016339887,0.0128878,0.014731588,3.022,10.00911,-8.55238
149.8718052,2.224052425,25.48724844,25.45433163,25.00198385,24.41116654,23.611047,23.45881657,23.16080085,25.08053989,24.63198217,23.25269333,22.96236181,0.231793165,0.238928165,0.362415247,0.624501353,1.304911926,1.501320349,1.975511947,0.337119632,0.509573849,1.815192408,2.371675545,0.006615961,0.050607259,0.038926894,0.046992079,0.060638132,0.150270655,0.120306297,0.009598942,0.00839026,0.011631234,0.014178365,3.4117,10.24019,-8.49713
149.8321422,2.241403299,24.27607843,24.07091095,23.99245127,23.49293828,23.34757766,23.49822061,23.37635477,24.11894355,23.70779337,23.12564831,23.2049703,0.707242952,0.854349598,0.918373814,1.454871666,1.663293668,1.447810616,1.619787684,0.817377315,1.193665533,2.04051915,1.896757809,0.023945745,0.069412737,0.052375841,0.060957434,0.078533796,0.11343961,0.136549938,0.026094797,0.021987204,0.018162516,0.017864413,2.985,9.70847,-8.08028
149.901259,2.216687109,24.88489657,24.69147206,24.73495597,24.34000991,24.05651568,24.25676186,24.04841732,24.87833158,24.79067265,24.05199949,24.06393653,0.403683847,0.482404307,0.463465714,0.66680068,0.865752445,0.719938263,0.872234121,0.406132148,0.440282008,0.869361102,0.859855329,0.026726062,0.066960293,0.056175131,0.069110053,0.09169944,0.152922391,0.124362847,0.024009906,0.021852734,0.013541938,0.015634062,3.9097,9.58008,-8.2566
149.7914785,2.256532389,25.45569905,25.11566817,25.24542994,24.97757635,24.4692203,24.1883682,24.51509857,24.98528088,24.89611259,23.93366816,23.99266132,0.238627438,0.32638691,0.28961965,0.370654657,0.591986606,0.766748119,0.567493081,0.36803375,0.399535121,0.969466338,0.918196162,0.023380172,0.062676154,0.045456473,0.052681051,0.065649265,0.142047952,0.140828143,0.024449689,0.019582565,0.011465376,0.011788,4.3327,9.58811,-7.38436
149.8711451,2.227830351,26.63741967,25.82401431,25.38575789,25.12542446,24.85206693,24.5161021,24.4888114,26.20895047,25.8772363,24.64492524,24.35448799,0.080358557,0.169978612,0.254505308,0.323467175,0.416076537,0.5669688,0.581400552,0.119239408,0.161847307,0.50353528,0.65796805,0.026196955,0.058014935,0.048780303,0.059706565,0.079818242,0.158528035,0.125073842,0.015734077,0.013365786,0.01942336,0.024725515,3.5859,9.55162,-8.44962
149.8977175,2.218818347,25.68799437,,27.36205047,25.29973455,24.73762239,27.48033819,24.64424885,25.83728669,25.03597572,24.18815923,24.2172065,0.192664745,0.000127377,0.041226818,0.275490216,0.462328901,0.0369713,0.503849068,0.167913387,0.351244644,0.766895707,0.74665057,0.04076717,0.076916997,0.064489078,0.078865441,0.103127626,0.176171036,0.132745439,0.037577439,0.035080641,0.02735705,0.029661804,3.1298,9.75839,-9.19989
149.7715024,2.264775799,25.13279081,24.59782507,24.57400849,24.37200169,24.17552935,24.33145783,24.49538407,24.95974597,24.7897472,23.98384038,24.01323474,0.321279989,0.525859801,0.537522445,0.647439698,0.77586875,0.67207365,0.577891585,0.376791946,0.440657453,0.925686325,0.90096123,0.022936986,0.063045327,0.050557005,0.060166982,0.079039927,0.137891013,0.147981842,0.036481224,0.026280581,0.019203159,0.014332892,4.1846,9.51559,-8.01617
149.8311315,2.243569577,26.67335113,26.22628616,26.19131749,25.74857302,25.30548341,24.29699074,24.25454697,26.06009945,26.15936841,24.53824755,24.06981686,0.077742687,0.11735066,0.121191735,0.182209406,0.274035379,0.693751129,0.721408426,0.136760355,0.124810935,0.555521638,0.855210953,0.042197971,0.082667001,0.063234253,0.073296674,0.092857663,0.137468029,0.146363968,0.059398742,0.047826125,0.025537415,0.034503987,4.4717,10.11213,-8.56531
149.8329529,2.243020442,25.61246972,25.0773203,24.78884051,24.83806583,24.12881196,23.99669329,24.12717961,25.0646057,24.79694389,23.95031343,23.9126224,0.206543775,0.338120793,0.441025595,0.421476793,0.809981719,0.914792684,0.811200399,0.342103661,0.437746259,0.954716942,0.988441656,0.026170796,0.071284946,0.055418741,0.064937071,0.084901419,0.127068509,0.1368034,0.037430656,0.030559717,0.014784553,0.016357009,4.4754,9.80884,-8.15401
149.8036176,2.25357207,27.39023733,24.83113773,24.73204257,24.94902586,24.39573832,23.21087673,23.35520293,25.98012244,25.91685364,23.96489324,23.93370089,0.040170299,0.424174844,0.46471102,0.380530662,0.633438817,1.886467413,1.651653065,0.147214647,0.156048121,0.941982215,0.969437119,0.067675684,0.41454878,0.329083004,0.344261437,0.386192823,0.387616247,0.395038888,0.0641573,0.046442823,0.042380627,0.048298341,4.0507,9.69657,-8.14431
149.8038278,2.253649256,24.5182844,24.20548354,24.23891694,24.22782223,24.08601452,24.60327268,24.53496715,24.30766679,24.29957245,23.72589624,23.82939223,0.565830351,0.754756017,0.731868783,0.739385804,0.842547105,0.523227942,0.557202607,0.686962898,0.692103457,1.173928112,1.067193348,0.050107823,0.073789574,0.063376571,0.075765633,0.102685173,0.137392495,0.14753707,0.05001576,0.040311588,0.023634629,0.024297426,4.1228,9.5626,-7.98284
149.8182517,2.248761802,29.05749261,27.95550778,27.03808368,26.43497884,25.90077088,24.96681951,24.73286907,28.90453708,27.16519848,25.14599495,24.38593864,0.008649738,0.023866948,0.055560549,0.096829673,0.158376831,0.374345138,0.4643574,0.009958299,0.049422033,0.317396418,0.639182014,0.010277813,0.059318983,0.043140325,0.049845414,0.06337031,0.106939804,0.132875679,0.01337999,0.010387445,0.009946756,0.015276459,3.5893,9.79415,-8.49408
149.8933803,2.221729475,28.22753533,26.84726194,25.78928249,24.67546122,23.46682215,23.56706535,23.35077207,26.51985105,25.33142794,23.20238199,22.75987249,0.01857744,0.066236172,0.175503994,0.489570807,1.490291214,1.358857322,1.658407188,0.089548761,0.267564705,1.901284924,2.857926164,0.02111466,0.065993451,0.058011102,0.07243321,0.098584328,0.160209918,0.129389321,0.015164846,0.012482935,0.018043927,0.025995602,3.4825,10.50555,-10.80779
149.8247879,2.246672811,25.78413831,25.15831752,24.60170747,23.64609247,23.27157712,22.95882117,22.62355483,25.17951216,24.44276488,22.96908744,22.33951685,0.176337498,0.31381449,0.523982778,1.263464413,1.783894437,2.379422325,3.240246644,0.307747927,0.606588328,2.357029525,4.209138918,0.032913163,0.078524501,0.062744687,0.073873,0.096586337,0.146189086,0.15363397,0.058835765,0.048455609,0.022610415,0.035302756,3.1823,10.45781,-8.69855
149.8349419,2.243198664,26.70953705,25.21094011,24.66267499,24.20452263,23.67700968,23.00754724,22.76120361,25.64685822,25.13587485,23.35551471,22.55178263,0.075194345,0.298967483,0.495370345,0.755424294,1.227993667,2.274998441,2.854424472,0.200104434,0.320368687,1.651178841,3.461680238,0.023094037,0.070673706,0.057907649,0.068442361,0.091881034,0.145681252,0.144119401,0.028330075,0.022277805,0.014654533,0.021832801,3.7943,10.09396,-7.95315
149.8967086,2.220980455,26.84166862,26.28118255,26.02661048,25.07548167,24.335416,23.827081,23.43656486,26.99047198,25.959675,24.1190225,23.31555246,0.066578277,0.111564746,0.141044387,0.338693866,0.669627993,1.069467522,1.532406752,0.058051201,0.150013382,0.817317881,1.713085412,0.080954999,0.083099638,0.073942675,0.091695612,0.123070721,0.176127723,0.13695585,0.036216609,0.035988812,0.021880951,0.033772484,4.2868,10.43352,-8.32405
149.7991534,2.257451843,28.93115972,27.29770334,27.7660307,,25.81533533,24.04433394,23.73722381,29.25060204,28.15009989,24.98915544,23.80173491,0.009717087,0.043744017,0.028417621,0.000336655,0.171342803,0.87552071,1.161744102,0.007240344,0.019950788,0.366722726,1.094727522,0.013327238,0.058288054,0.041334314,0.047611225,0.059335359,0.120500336,0.134921057,0.013403624,0.010513607,0.008381232,0.016345402,4.4711,10.50967,-8.57697
149.7737048,2.266882498,27.80372807,26.47038744,25.88379332,25.38127181,25.17400557,24.14849877,23.79833866,26.89035509,26.34741276,24.56419911,23.64898559,0.027447878,0.09372275,0.160872818,0.255559057,0.309312715,0.7954273,1.098157256,0.063658729,0.104962677,0.542400841,1.260102187,0.020975319,0.062299903,0.048350233,0.05749964,0.073899805,0.126778717,0.148894841,0.015757098,0.012181445,0.007595946,0.011201635,3.7991,10.01322,-8.14427
149.8599309,2.237443732,25.26789751,24.81184745,24.81331139,24.71742433,24.14210868,24.58991683,24.65361521,25.08621371,24.81626049,24.04268613,24.01059469,0.28368802,0.431778508,0.431196717,0.471010154,0.800122582,0.529704018,0.499521189,0.335362514,0.430027077,0.876850488,0.903154655,0.035257089,0.066985195,0.055287101,0.065389785,0.085411128,0.151646013,0.139284472,0.049141838,0.040227229,0.022675948,0.023584929,3.992,9.59819,-8.18346
149.8704983,2.233492711,25.29227199,24.41440105,24.33569275,24.00592413,23.65250339,23.6378752,23.63275114,24.74927403,24.32008748,23.51042103,23.23491735,0.277390258,0.622643672,0.669457326,0.907048161,1.256026047,1.27306307,1.279085408,0.45739392,0.679148909,1.43163263,1.845155882,0.04449295,0.076878903,0.067959181,0.083204089,0.112106459,0.189147386,0.147598615,0.025986543,0.022673613,0.025955886,0.032245015,3.0572,9.92983,-8.58261
149.8940522,2.225316968,25.10127385,24.59091185,24.54677273,23.7486111,23.54922199,23.51280572,23.38207335,24.76840599,24.12231132,23.36072317,23.18370814,0.330742848,0.529218795,0.551176771,1.149623311,1.381373763,1.428491664,1.611278683,0.449404695,0.814845877,1.643276837,1.934268435,0.057500283,0.073009422,0.063129707,0.078821186,0.105608531,0.161255842,0.131120775,0.036445361,0.033612816,0.032546551,0.036541161,2.9501,9.98209,-8.87882
149.850872,2.241127021,26.66895587,25.64785601,25.67127172,24.69134485,24.25533917,23.98026336,23.6764673,26.63114442,25.33623764,23.95748571,23.08068339,0.078058042,0.199920624,0.195655163,0.482460829,0.720882251,0.928741084,1.228607268,0.080824352,0.266382043,0.948430944,2.126799962,0.026768349,0.060185091,0.048582586,0.057706576,0.075769366,0.157549409,0.134669372,0.031211294,0.024514111,0.017778971,0.027904076,2.5935,9.50317,-7.63854
149.8219976,2.251792895,25.25691464,24.6482818,24.30979762,23.86001438,23.58113598,23.67669775,23.64574601,24.76182716,24.24022736,23.39793041,22.90938005,0.286572258,0.501981003,0.685616014,1.037514677,1.341360793,1.228346526,1.263867649,0.452136049,0.730985998,1.587917141,2.490278857,0.027108358,0.071051751,0.055833475,0.065547803,0.084777969,0.139149913,0.145300908,0.043654033,0.035687522,0.032410881,0.042562001,2.5323,10.14482,-9.18968
149.8932206,2.227604338,24.26054757,23.89384283,23.75602758,23.66090205,22.98846803,23.38253392,23.52373866,24.412652,24.11734725,23.3351333,23.45917268,0.717432379,1.005687073,1.141797186,1.246347601,2.315329404,1.610595315,1.414179492,0.623647518,0.818579948,1.682467482,1.50082801,1.256232186,0.833974548,0.686173422,0.699902121,0.742735146,0.890285568,0.620972154,0.631551712,0.592814894,0.176115263,0.137991788,3.4041,9.50243,-7.9332
149.8387529,2.247344578,26.86953034,25.19787331,24.16919543,23.71376099,23.21264626,22.78071228,22.46495991,25.57733374,24.45852452,22.90021335,22.15403244,0.064891508,0.302587286,0.780408207,1.18712268,1.883395359,2.803593792,3.749868494,0.213337158,0.597847189,2.511392877,4.9932927,0.02031265,0.068285473,0.055322056,0.065029187,0.085426173,0.162177679,0.14221492,0.026726311,0.022724845,0.022008454,0.035099634,2.7597,10.69995,-9.69873
149.8453033,2.245196563,30.47513389,,27.22688082,27.84988137,25.66340683,24.25131959,23.8842855,29.07313416,28.60998364,24.91161991,23.66418075,0.00234394,0.000127377,0.046692559,0.026305554,0.197077601,0.723556023,1.014578838,0.00852602,0.013061906,0.393869213,1.242589563,0.034542261,0.06380818,0.049651602,0.057856668,0.073906433,0.135054409,0.135259927,0.048412247,0.037907672,0.018745117,0.031394502,3.7675,10.35166,-8.59658
149.8547202,2.241983962,26.10099478,25.86487463,25.54623472,25.20024463,24.40957055,24.21699764,24.15266257,25.77841891,25.36088899,24.14098194,23.95173663,0.131704947,0.163700553,0.219536185,0.301927137,0.625420024,0.746794214,0.792382675,0.177268853,0.260402053,0.800953355,0.953466302,0.006365133,0.049555359,0.036723901,0.04287589,0.054357925,0.1468161,0.123256152,0.00858156,0.007187784,0.011228249,0.013036443,3.8662,9.87393,-9.05241
149.825867,2.253165587,26.5687455,25.69274146,25.68528351,25.09547761,24.17699259,23.79801985,23.63094744,26.96208925,25.39092694,23.85541283,23.35205004,0.085605526,0.191824209,0.193146391,0.332513252,0.774823819,1.098479763,1.281212073,0.059588754,0.253296522,1.041921182,1.656456308,0.024792098,0.068393828,0.053733467,0.063243894,0.081790769,0.115744681,0.139049831,0.04721285,0.036975419,0.02065014,0.026451974,4.1446,10.35437,-8.80727
149.8494176,2.244727478,28.20460037,27.7801842,26.28622654,24.96714747,24.27120951,24.60629934,24.22981064,26.77402672,25.40038744,23.90446953,23.52206957,0.018974042,0.028049577,0.111047653,0.374232078,0.710421665,0.521771395,0.738032935,0.070858069,0.251099024,0.995891872,1.416355171,0.005658017,0.051645943,0.037593834,0.043915265,0.054633196,0.133272917,0.125481973,0.009302031,0.009032247,0.015988489,0.021144899,2.615,10.14387,-10.81551
149.7841737,2.268587048,,,29.72911551,28.71723918,26.00548209,26.9013848,25.28277039,27.40178239,31.20545062,25.66515536,24.15959459,3.32E-05,0.000127377,0.004659655,0.011833258,0.143815986,0.06301531,0.279828434,0.039745416,0.001196244,0.196760472,0.787339726,0.011759443,0.057703415,0.043490407,0.051678049,0.065264635,0.124251022,0.141620066,0.013308498,0.01042971,0.008939757,0.015158083,4.3987,10.47283,-8.57063
149.8215254,2.25425688,27.19843064,24.52172508,24.55902588,24.71441858,24.67603042,23.1782733,23.66546496,26.98668089,26.41182196,24.91333095,24.67457907,0.047932242,0.564040084,0.544991396,0.472315903,0.489314215,1.943975023,1.24112069,0.058254254,0.098917064,0.393248992,0.489968738,0.011074861,0.063111602,0.052527806,0.061672195,0.082022212,0.151625999,0.139981529,0.01091867,0.010614569,0.019503547,0.022721521,3.2326,9.53915,-9.24667
149.8443535,2.24698404,24.50605135,23.93860856,23.84769045,23.18421302,22.94165043,23.20347821,23.13750311,24.13735176,23.54932793,22.81297591,22.54644962,0.572241646,0.965065021,1.049358345,1.933369187,2.417351628,1.89936625,2.01836059,0.803635838,1.381238985,2.721508138,3.47872542,0.017838848,0.063273061,0.04938547,0.057477397,0.074833086,0.156721691,0.13738783,0.025802965,0.023006476,0.026756946,0.033338501,3.0073,10.16958,-8.49147
149.8791433,2.234871022,25.58311703,25.18034129,24.77826733,24.29230128,24.28739064,24.04887375,23.90061543,25.23367553,24.58908945,24.11456423,23.86013418,0.212203816,0.307513003,0.445341397,0.696754027,0.699912491,0.871867518,0.999433328,0.292772166,0.530107833,0.820680866,1.0374002,0.048300987,0.075442728,0.070027037,0.087615942,0.120451699,0.160611169,0.138682174,0.029674625,0.026148797,0.014720268,0.017691466,2.5533,9.51544,-8.49216
149.7882958,2.267908005,24.7379068,23.05740037,23.00989447,22.90994186,22.64445258,22.28003872,22.46506041,24.57510145,24.0816535,22.93645514,22.31959489,0.462207809,2.172900558,2.270085487,2.488990604,3.178476234,4.446154115,3.7495214,0.536981618,0.845938127,2.428946482,4.287084506,0.053152512,0.600472399,0.466404585,0.473922646,0.494697178,0.534734343,0.556291833,0.076447261,0.062353611,0.07163565,0.095845827,3.3874,10.53353,-9.06618
149.8743554,2.236580098,25.22561275,24.94905977,24.57699126,24.23056416,23.87817164,23.3170412,23.09993889,25.33012523,24.55510959,23.6703948,23.03520184,0.294954415,0.380518776,0.536047771,0.737520905,1.020308127,1.710738068,2.089413734,0.267885933,0.546960752,1.23549809,2.217784093,0.119364811,0.091926193,0.083203411,0.102291928,0.136449372,0.201640571,0.157262879,0.097259058,0.080421168,0.047948863,0.064681115,2.6247,9.63755,-8.01375
149.8462146,2.246957006,27.03419483,26.2680176,25.50927205,24.62523232,24.00851177,23.97080904,23.84136569,25.94699417,25.06388492,23.66899744,23.22485975,0.05575991,0.112925743,0.227138723,0.512751656,0.904888962,0.936863638,1.055489034,0.151775731,0.342330846,1.237089225,1.862327683,0.009043853,0.053374869,0.040652244,0.047661525,0.06138179,0.122935578,0.127724588,0.010579165,0.009348085,0.016465389,0.020888461,3.0137,10.05691,-8.57575
149.8732994,2.238275156,25.03276049,24.82274127,24.50361941,23.84002888,23.41622369,23.43125229,23.30289077,24.67034724,24.12904105,23.31616603,23.10977731,0.352286342,0.427467884,0.573524844,1.056789398,1.561386867,1.539923285,1.733180098,0.491882197,0.80981083,1.712117585,2.07056599,0.039395772,0.059039679,0.052482778,0.064717674,0.090499507,0.168258943,0.132700882,0.029552326,0.024354284,0.021487127,0.024918742,3.0508,9.88898,-8.21475
149.8948855,2.230643584,,,27.53803821,24.55618284,23.85139617,23.08624191,22.69654583,,25.23075278,23.2069577,22.39904376,3.32E-05,0.000127377,0.035057805,0.54642035,1.045782889,2.11593945,3.029574731,9.04E-05,0.293561359,1.893289039,3.984579514,0.049640328,0.066906811,0.056565578,0.070075826,0.092698408,0.174147495,0.136505035,0.044669379,0.031312909,0.02016481,0.028302866,2.5795,10.53164,-9.54452
149.8576968,2.244739231,25.53358218,25.26903114,25.0453434,24.31178966,24.00683039,24.17494317,24.06087337,25.14893216,24.62392522,23.77607305,23.63273128,0.222109496,0.283391972,0.34822716,0.684359239,0.906291372,0.776287748,0.862284643,0.316538935,0.51336932,1.12091009,1.279108798,0.01618309,0.056236692,0.045569879,0.053972555,0.070842341,0.150300002,0.130533396,0.019502719,0.016402911,0.017500913,0.019846009,3.0262,9.85677,-8.81486
149.8604953,2.243784355,24.77182298,24.65690054,24.58278457,24.2930231,23.7175021,24.29176628,24.31932781,24.89626279,24.57979021,23.90185919,23.86480897,0.447992566,0.498011974,0.533195126,0.696290967,1.183039263,0.697097439,0.679624265,0.399479854,0.534667661,0.998289087,1.032943128,0.043736057,0.066879235,0.054645237,0.064317366,0.083236564,0.16338421,0.141254856,0.081477249,0.065076382,0.025926338,0.027226205,3.3094,9.5112,-8.23711
149.7894624,2.270767685,25.52878694,25.11471841,25.46230037,24.75375081,24.26801809,24.42054434,24.83320798,25.43101574,25.18666202,24.23849262,24.15606763,0.223092631,0.326672544,0.237180977,0.455511848,0.712512955,0.619130594,0.423366811,0.244114572,0.305727984,0.732154863,0.789901515,0.046273299,0.080010974,0.065974523,0.079418399,0.103097439,0.13474421,0.153959853,0.055500542,0.044843666,0.030709712,0.036525348,3.7969,9.64811,-8.50861
149.8711317,2.241507167,25.33510472,24.96807857,24.88599197,24.24083408,24.32072785,24.40768011,24.25437699,25.12635587,24.49505856,23.99431146,23.9200196,0.266660145,0.373911286,0.403276774,0.730577625,0.678748464,0.626509928,0.721521378,0.323189804,0.578064866,0.916801714,0.981730218,0.025942927,0.054507542,0.04680081,0.056876042,0.077184394,0.14808058,0.130002036,0.026100277,0.022859832,0.021401694,0.023104113,2.8686,9.50719,-8.48219
149.8080707,2.26445964,23.94725392,25.13071154,25.33209822,23.63141707,23.32782964,23.66843845,23.37904168,23.83355678,23.73489974,23.31111869,23.16216933,0.957411044,0.321895855,0.267399574,1.280658021,1.693823467,1.2377263,1.615784093,1.063107762,1.164233535,1.720095356,1.973023537,0.049173929,0.117608191,0.123738623,0.139675666,0.170042807,0.166382449,0.18774088,0.032995372,0.027257612,0.024687738,0.027965328,3.1134,9.61794,-7.99835
149.8690309,2.241944622,24.83212687,24.8117357,24.57827662,24.60076813,23.9331698,24.05811233,24.07432955,24.5599398,24.62393107,23.7944214,23.8249781,0.423788582,0.431822951,0.53541354,0.524436304,0.969911439,0.864480236,0.851663783,0.544532846,0.513366557,1.102126487,1.071540923,0.06603027,0.077091514,0.066332136,0.079544115,0.104071067,0.190118284,0.152683604,0.079669625,0.065464486,0.044839501,0.044574779,4.4586,9.87198,-8.41338
149.8692187,2.242214299,25.33974122,25.71690878,25.49095589,25.03335933,24.38696612,,27.20092671,25.49738265,25.45609147,24.37321789,24.31328371,0.265523835,0.187601579,0.231003012,0.352092089,0.638577412,0.000813615,0.047822174,0.229639684,0.238541206,0.646714869,0.683418161,0.08921188,0.087981212,0.076526654,0.091561011,0.118844084,0.204484956,0.160579432,0.098572923,0.080722419,0.041204026,0.04342953,4.4611,9.75806,-8.42371
149.8471179,2.250441107,26.52157037,25.66552307,24.72749468,23.1984152,22.69769336,22.41302707,22.2828372,25.24076217,23.82369693,22.53804915,22.19348133,0.089407068,0.196693846,0.466661669,1.908244059,3.026374409,3.93359072,4.434708937,0.290867456,1.072806088,3.50574515,4.815123937,0.016448924,0.052321406,0.041805022,0.049432973,0.065253862,0.162993637,0.132498004,0.009201446,0.008370577,0.010252063,0.012050812,2.8819,10.5996,-10.90264
149.8291362,2.257366448,25.41421216,24.84363116,24.83348508,24.7730322,24.17493434,24.65900629,24.23508227,24.99755244,24.80768199,24.08155355,23.94368287,0.247922039,0.419321893,0.423258771,0.4474939,0.776294065,0.49704703,0.734458214,0.36389746,0.433438219,0.846016008,0.960565211,0.044956732,0.081335237,0.071812407,0.086807155,0.117506444,0.110007296,0.145673143,0.032163939,0.026342964,0.021454411,0.024142328,4.0243,9.61902,-8.05365
149.7771295,2.277133376,25.75222405,25.89937842,25.5358527,25.08783074,24.27182894,24.18661057,24.12887609,25.85064777,25.48324004,24.05246733,23.80505191,0.181597716,0.15858008,0.2216455,0.334863416,0.710016469,0.767990368,0.809933875,0.165859706,0.232650497,0.868986577,1.091388152,0.028930388,0.069893708,0.054244479,0.066013466,0.083260785,0.054163074,0.141450455,0.03143584,0.02449908,0.021353586,0.024856152,4.371,10.14203,-8.78438
149.8234485,2.260387094,26.65117009,24.86383137,24.49581835,23.72139886,23.19027541,22.68941156,22.39720984,25.35234495,24.28705115,22.76728165,22.21929516,0.079347265,0.411592501,0.577660485,1.178800897,1.922603971,3.049547309,3.991315553,0.262459332,0.700131375,2.83848982,4.701992543,0.013049458,0.058991525,0.041848727,0.048724503,0.060158149,0.13551887,0.139988232,0.018369423,0.0145399,0.013626908,0.019199902,3.0102,10.62885,-9.1712
149.8487308,2.25129956,28.09373398,25.54580498,25.21170889,24.26335423,23.65945131,22.51000659,22.09386977,27.8975071,26.09428524,23.2878103,21.95709265,0.021013888,0.219623095,0.298755868,0.715580187,1.248014058,3.597471507,5.277789836,0.025176605,0.132521366,1.757421275,5.986361505,0.037426875,0.057552057,0.046813268,0.055556652,0.072465608,0.155960556,0.141504496,0.033628006,0.026123286,0.017800592,0.027509937,2.5071,10.44234,-8.22539
149.83088,2.258946979,25.21547952,24.15405079,23.95007128,23.21863149,22.97252726,22.59285242,22.52414987,24.64989579,23.55100418,22.82403035,22.39869747,0.297720125,0.791370184,0.954929889,1.873041516,2.349573838,3.333182017,3.550913179,0.501235342,1.379108166,2.693939635,3.985850567,0.036249593,0.085365877,0.079749419,0.097360049,0.134374322,0.15388618,0.157587433,0.032186263,0.029442053,0.029938264,0.039666116,2.5286,10.26877,-8.65223
149.8981694,2.234364775,29.10432511,26.36628119,25.92532002,25.23089313,24.07440356,23.1428257,22.87893859,27.50079704,26.29290726,23.71827091,22.62133095,0.00828457,0.103154345,0.154836017,0.293523412,0.85160573,2.008490221,2.561088363,0.036281162,0.110366456,1.182201859,3.24689034,0.078509163,0.078221056,0.065726655,0.080327669,0.105050127,0.195915794,0.139787082,0.046490251,0.036811279,0.018962037,0.029327735,3.4102,10.53064,-8.42853
