ra,dec,mag_model_hst-f814w,mag_model_uvista-y,mag_model_uvista-j,mag_model_uvista-h,mag_model_uvista-ks,mag_model_irac-ch1,mag_model_irac-ch2,mag_model_f115w,mag_model_f150w,mag_model_f277w,mag_model_f444w,flux_model_hst-f814w,flux_model_uvista-y,flux_model_uvista-j,flux_model_uvista-h,flux_model_uvista-ks,flux_model_irac-ch1,flux_model_irac-ch2,flux_model_f115w,flux_model_f150w,flux_model_f277w,flux_model_f444w,flux_err-cal_model_hst-f814w,flux_err-cal_model_uvista-y,flux_err-cal_model_uvista-j,flux_err-cal_model_uvista-h,flux_err-cal_model_uvista-ks,flux_err-cal_model_irac-ch1,flux_err-cal_model_irac-ch2,flux_err-cal_model_f115w,flux_err-cal_model_f150w,flux_err-cal_model_f277w,flux_err-cal_model_f444w,zpdf_med,mass_med,ssfr_med
150.0350845,2.013273388,24.13545584,23.57867147,23.50226923,23.17004938,22.63042811,22.71921445,22.41572566,23.86279149,23.5375807,22.62480427,22.31446856,0.80504038,1.344408999,1.442421905,1.958755579,3.219798962,2.966977281,3.923825949,1.034864295,1.396264579,3.236519977,4.307373955,0.056387221,0.077821909,0.066037672,0.079122256,0.107718187,0.229006854,0.168189972,0.043102111,0.03456419,0.020541177,0.024867853,3.4417,10.32425,-8.39637
150.0771946,1.998180132,26.51814653,26.52325006,26.22919548,25.1970083,24.75978915,24.12452636,23.93697362,26.00576195,25.22157477,24.19812189,23.78689763,0.089689455,0.089268857,0.11703663,0.302828453,0.452985542,0.813185184,0.966519344,0.143778921,0.296053426,0.759890898,1.109790356,0.066123844,0.082801812,0.065352625,0.078534235,0.101049193,0.172408391,0.116924115,0.037686927,0.030121882,0.015934746,0.020220288,2.8701,9.74901,-8.55424
150.1138285,1.984968448,24.22652551,24.10368333,24.13334151,23.69850433,23.57897955,24.04524048,23.96341735,23.99505715,23.70674902,23.32283235,23.32057395,0.740269398,0.82894682,0.806609615,1.203921768,1.344027576,0.874789998,0.943263565,0.916172265,1.194814241,1.701637544,1.705180741,0.054456221,0.099374224,0.079490377,0.09226848,0.117969738,0.184649081,0.134494373,0.040347216,0.035471255,0.031061818,0.031822223,3.024,9.64205,-8.24409
150.0382575,2.014210695,25.36110777,24.41022907,24.77488911,24.41379722,24.08278057,24.39317844,24.22020814,24.98847798,24.82071875,24.10138614,24.06750835,0.260349587,0.625040809,0.446729218,0.622990051,0.845060442,0.634934058,0.744589218,0.36695162,0.428264919,0.83070255,0.857031251,0.033270443,0.066478869,0.051251859,0.060497721,0.079225326,0.18413169,0.144974408,0.045467597,0.035706411,0.013053565,0.01419449,3.1847,9.53783,-8.48536
149.9932745,2.03050894,26.43522889,25.51318329,24.47792137,23.95248822,23.22661142,22.55346209,22.37190255,25.32143254,24.72595363,22.836978,22.0089852,0.096807375,0.226321953,0.587261397,0.952806504,1.859325522,3.456329713,4.085441336,0.270039307,0.467324498,2.66200459,5.706974331,0.008958586,0.056970401,0.042136355,0.048756035,0.063945385,0.297248637,0.234608711,0.015726621,0.013329812,0.012365394,0.017629739,3.0511,10.74993,-9.29683
150.0331537,2.016074641,25.03726137,24.52878019,24.49177534,24.05561688,23.43608162,24.03192501,23.76421834,24.83554484,24.46222832,23.79733257,23.69105601,0.350828974,0.560386835,0.579815557,0.866469436,1.53308895,0.885584476,1.133215915,0.422456567,0.59581121,1.099175325,1.212209255,0.039981511,0.066631963,0.057284004,0.068505992,0.095657223,0.195203267,0.153926511,0.038498561,0.030646551,0.016350462,0.01840668,4.0111,9.7996,-8.32445
150.0352352,2.015374186,24.74330945,24.1431965,24.12732712,23.78937221,23.16796396,23.42651426,23.18924174,24.40631642,24.14559098,23.21294675,23.06674793,0.459913565,0.799321323,0.811090195,1.107263835,1.962521464,1.546658016,1.924435255,0.62729732,0.797560445,1.882874181,2.154273443,0.051547264,0.075639392,0.062527152,0.074538326,0.100643951,0.211624314,0.159559301,0.069659448,0.055338566,0.024147963,0.027603571,3.5303,10.00916,-8.53231
150.0901182,1.995740227,26.9732087,24.9221378,24.4690467,24.44151188,23.7927017,24.34145424,23.91931207,25.97347746,26.02376845,24.13983833,23.61355235,0.058981596,0.390072092,0.592081266,0.607288766,1.10387353,0.665914241,0.982370186,0.148118402,0.14141407,0.801797446,1.301904299,0.098774303,0.118332625,0.118133662,0.141412666,0.194997746,0.283410631,0.140737073,0.059297898,0.045606183,0.021377079,0.029693118,3.5003,9.81503,-8.28534
150.0327286,2.01661261,25.89334597,24.89501962,25.09307582,24.46012631,24.20565548,24.45921279,24.297804,25.75778073,24.56938157,24.05714418,23.87254853,0.159463618,0.399937524,0.333249627,0.596965833,0.7546365,0.59746832,0.693231679,0.180670691,0.539818013,0.865251436,1.025606081,0.064795903,0.083855811,0.071391655,0.084534747,0.115754467,0.213635325,0.169891661,0.070009829,0.055799156,0.028712877,0.033635665,2.6782,9.63973,-8.80913
150.1108382,1.988370316,26.46695268,25.4376835,25.08185056,24.51515845,24.1624822,23.5358983,23.23928414,26.70092356,25.08605086,23.69007037,23.15615735,0.094019714,0.24262,0.336712917,0.567461783,0.785248507,1.398429828,1.837749626,0.075793258,0.33541282,1.213310209,1.983978947,0.069585857,0.083736794,0.072390154,0.08708093,0.118011118,0.160094814,0.121811396,0.071853015,0.056246099,0.025243246,0.033756005,3.0933,9.92332,-8.1355
150.0819847,1.999091662,25.00143065,24.24755609,24.37748792,23.69549509,23.54687131,23.25788516,23.47262419,25.1500379,24.06869277,23.25318521,23.11377156,0.362599951,0.726068448,0.644176436,1.207263206,1.384367754,1.80653316,1.482348522,0.316216726,0.856096838,1.814370244,2.062962701,0.225848297,0.147262727,0.12668816,0.15343132,0.200875722,0.216791958,0.152705966,0.146547107,0.118188764,0.039451645,0.043810919,2.841,9.99081,-8.70841
150.105112,1.99180428,26.46723635,24.01364751,23.8418327,23.17459714,22.29056502,21.94996175,21.66246838,25.77006896,24.42051478,22.03133309,21.5111241,0.093995154,0.900618778,1.055035124,1.950568217,4.403256559,6.025808158,7.852585015,0.178637411,0.61914745,5.590707404,9.027143816,0.072348531,0.300386526,0.24215908,0.262677305,0.307540287,0.36367719,0.262019636,0.039135962,0.032631067,0.068051469,0.09531554,3.7806,11.19999,-10.10001
150.1094289,1.990863128,24.75276766,24.37092699,24.22301805,23.71350359,23.1012644,23.11251721,22.90017171,24.43602219,24.04651514,22.98883055,22.80000102,0.455924506,0.648080874,0.742664694,1.187404156,2.086864453,2.065347419,2.511489212,0.610367109,0.873763593,2.314556474,2.75422611,0.050506719,0.078524503,0.066258288,0.079817109,0.108394215,0.149443015,0.119108311,0.035177311,0.027806516,0.021365598,0.024782441,3.6992,10.29374,-8.8655
149.9932092,2.033112031,25.72312786,24.86627332,24.12559833,23.48085979,22.71925944,21.90087308,21.52332053,24.96686871,24.12873552,22.24603082,21.31791109,0.18653007,0.410667819,0.812382707,1.47114704,2.966854321,6.304501755,8.926306391,0.374328174,0.810038747,4.587622497,10.78538281,0.034427889,0.070374795,0.058044839,0.069698033,0.095135637,0.326375195,0.26001062,0.038982076,0.030628168,0.017118416,0.02501984,3.7913,10.53285,-7.66605
150.1107189,1.990976807,27.55064052,28.52201224,26.47539513,25.30177146,24.10026758,24.04537771,23.84048876,27.18362452,25.894033,23.75791916,23.30708072,0.034653236,0.0141643,0.093291472,0.274973863,0.831558808,0.874679435,1.056341872,0.048590368,0.159362744,1.139809663,1.726504496,0.011876365,0.061806763,0.045295096,0.053298576,0.067661431,0.146108408,0.108788578,0.012159032,0.009894388,0.015972641,0.022382084,3.5954,10.13319,-8.71263
150.0300286,2.021182048,24.74943843,24.86153233,24.55497966,24.09368045,23.34675621,23.56113051,23.38471847,24.34171399,24.21762117,23.33601678,23.16965164,0.457324668,0.412464969,0.54702621,0.836619185,1.664552569,1.366305439,1.607357987,0.665754947,0.746365457,1.681099,1.959473267,0.049134707,0.084457749,0.074026587,0.088300152,0.123838856,0.215969147,0.175479204,0.048555377,0.039902211,0.040935538,0.047385207,3.7772,10.10374,-8.77199
150.1026846,1.99489018,27.84505312,25.51372738,25.49937859,25.37927692,24.95112219,24.18206968,23.80294645,27.92308635,26.64478589,24.62687958,23.64170991,0.026422795,0.226208567,0.229217917,0.256029041,0.379796647,0.771209071,1.093506625,0.024590392,0.079815207,0.51197431,1.268574671,0.041036292,0.068650999,0.055633008,0.066548819,0.088973898,0.135275731,0.163491692,0.026788362,0.02128836,0.014329437,0.023041354,3.795,10.10817,-8.26706
150.1139429,1.991921385,24.99647409,24.8694388,24.75335132,24.23589401,23.66846154,23.89417448,23.69655507,24.91615324,24.32557548,23.75552088,23.61209592,0.36425906,0.409472254,0.455679481,0.733909306,1.23769998,1.005379926,1.206085157,0.3922281,0.675724724,1.142330177,1.303651875,0.106533467,0.098435404,0.080735006,0.095801006,0.124095948,0.177600086,0.130219433,0.089062882,0.081423066,0.041956118,0.047212631,3.4204,9.78539,-8.52529
150.0821306,2.003942142,25.62671793,25.44425416,25.18501886,25.13793701,24.66115219,24.22047869,24.21985675,25.33109578,25.0824653,24.26447241,24.06931586,0.203850991,0.241156146,0.306191023,0.319760781,0.496065613,0.744403704,0.74483024,0.267646575,0.336522324,0.714843603,0.855605674,0.019966892,0.068130536,0.047744536,0.056526778,0.069232804,0.133338406,0.104620265,0.032065014,0.024292589,0.013802826,0.016379836,4.3706,9.81185,-8.30055
150.0677427,2.009299141,25.83388649,25.24786545,25.26721959,24.66165278,23.26602717,23.16338678,22.9558294,25.94313261,25.41388628,22.72956442,22.83403137,0.168440066,0.288970707,0.283865206,0.495836949,1.793036513,1.9708124,2.385987927,0.152316502,0.247996464,2.93882842,2.669238943,0.006772039,0.062102285,0.041842489,0.049259956,0.060008929,0.15181905,0.10584836,0.006482215,0.005108986,0.00664852,0.008699016,3.4886,10.5,-10.1
150.0020457,2.032801696,26.43294883,25.28927322,25.13718621,24.22944743,24.21278928,25.17834528,24.94265276,25.65755292,25.10225773,24.0360271,23.54097533,0.097010885,0.278157461,0.319981977,0.73827987,0.749694434,0.308078852,0.382770885,0.198143045,0.330443266,0.882244906,1.39190587,0.041665531,0.076811102,0.065626543,0.077580033,0.108224272,0.261609389,0.216277894,0.052360333,0.04128534,0.018742364,0.024653689,2.5675,9.62289,-8.29227
150.1035454,1.996623193,25.51629867,24.92186865,24.84563767,24.27978366,23.81342189,24.27624014,24.05390294,24.93136522,24.61597084,23.74100962,23.6296979,0.225673483,0.390168803,0.418547675,0.704833497,1.083006954,0.707137621,0.867838323,0.386771007,0.517144208,1.15770032,1.282687439,0.040818075,0.093295369,0.073278978,0.087015075,0.110758705,0.155613169,0.127297284,0.040350489,0.033216568,0.030856257,0.033069311,3.1438,9.82013,-8.73538
150.1090458,1.99494867,24.95157336,24.97137648,24.94742526,24.48758805,23.97190364,24.01783243,23.79536776,24.76770183,24.62683397,23.7632364,23.54572309,0.379638855,0.372777255,0.381092057,0.582056012,0.935919603,0.897154063,1.101166256,0.449696253,0.511995816,1.134241255,1.385832576,0.02435426,0.067652965,0.054238732,0.065213974,0.086297373,0.137547289,0.110103224,0.024395185,0.019285293,0.015749116,0.019137063,3.6727,9.689,-8.00405
150.0352986,2.021789594,24.50931477,24.22772782,24.14659489,23.64121193,23.53351628,23.4193794,23.32017843,24.37051956,23.85280052,23.3834773,23.20182855,0.570524231,0.739450103,0.796823336,1.269156647,1.401501251,1.556855259,1.705802039,0.648324114,1.04443109,1.609196496,1.902254326,0.054612315,0.078890344,0.068464476,0.082666065,0.114029889,0.203077991,0.159704983,0.077132046,0.062574283,0.03919756,0.046145562,2.8968,9.76816,-8.41766
150.1133275,1.993858597,26.42749817,25.95847589,24.98118368,23.28719578,22.72119995,22.67532833,22.45272157,25.26679664,23.84202455,22.5200128,22.14399113,0.097499128,0.15017915,0.36942521,1.758416247,2.961556483,3.08936105,3.79237586,0.283975807,1.054848716,3.564469297,5.039686804,0.009067498,0.05857519,0.040823304,0.047619436,0.059140988,0.171298626,0.120243129,0.0162102,0.013611444,0.018476773,0.022601855,2.8532,10.64984,-10.62419
150.0784222,2.00671039,25.49327772,25.78153779,25.46238918,24.89156407,24.32362271,24.20290552,24.50863465,25.34627983,25.13989684,24.25727055,24.07101261,0.230509545,0.176760363,0.237161576,0.401212421,0.676941153,0.756550271,0.570881723,0.263929582,0.31918411,0.719601038,0.854269609,0.020483086,0.068593497,0.051033766,0.061636642,0.078513961,0.143196491,0.104539407,0.015565443,0.012565768,0.012011826,0.014324314,4.2324,9.53987,-7.6833
150.0227403,2.027007898,,,,,,,,28.60117819,27.34299008,24.61003345,23.44761841,3.32E-05,0.000127377,4.23E-05,0.000336655,0.000308078,0.000813615,0.001451159,0.01316827,0.041956956,0.519979979,1.516884923,0.003208956,0.109782157,0.112363292,0.133359523,0.208469101,0.309190824,0.262885408,0.015375192,0.013512111,0.026415455,0.054536263,3.1819,10.20029,-8.5658
150.0540487,2.016411561,24.31376808,23.86678193,23.80107183,23.3920993,23.29589172,23.33898906,23.24642756,24.08365899,23.49992856,23.3528178,23.11242974,0.683113343,1.031067809,1.095396297,1.596468233,1.744388889,1.676503155,1.825698152,0.844377016,1.445534881,1.655285377,2.065513821,0.015859361,0.059966967,0.043934567,0.052736502,0.067339788,0.158751589,0.119015811,0.025628104,0.021149677,0.013043779,0.016028379,2.5424,9.70181,-8.34862
150.1151688,1.994256053,25.63980216,24.99652989,24.61196055,23.88868752,23.13931698,22.49979319,22.19189073,25.77642524,24.29924109,22.89345418,22.2938457,0.201409121,0.364240342,0.519057869,1.010473644,2.01499146,3.631472192,4.822183248,0.177594661,0.692314718,2.527076143,4.38997168,0.050083093,0.07098574,0.055116892,0.066064961,0.085682956,0.162652222,0.118150864,0.051571883,0.040586054,0.023679246,0.031052682,3.2831,10.40053,-8.27778
150.0839997,2.005690669,27.37972089,26.2583535,25.25715386,23.98129147,23.32285237,23.18612032,22.99778921,25.94898573,24.48899708,23.13211961,22.80800521,0.040561279,0.113935379,0.286509124,0.927862049,1.701606171,1.92997584,2.295537089,0.151497584,0.581301132,2.028393247,2.733996258,0.008298023,0.062924488,0.042881873,0.050274082,0.060998631,0.139374954,0.102107208,0.015309272,0.013978718,0.022943681,0.030644885,2.6478,10.35107,-10.30107
150.0034569,2.035355229,27.53049174,25.91323629,24.68904007,23.22774688,22.51652765,22.09353479,21.86313703,25.64741301,23.90316811,22.28867834,21.7935006,0.035302325,0.156568894,0.483486075,1.85738206,3.575929437,5.279418427,6.527474581,0.20000221,0.99708632,4.410914761,6.959848061,0.012684113,0.06092003,0.04701993,0.054528924,0.073463209,0.289938482,0.214349335,0.019662985,0.015635664,0.011632998,0.016152812,2.7808,10.78373,-12.65454
150.0069221,2.034171033,26.4014441,24.71045344,24.12287339,22.92061479,22.45084187,22.17001029,21.99942198,25.03842008,23.50417268,22.22519933,21.8927905,0.099867082,0.474043967,0.814424152,2.464643347,3.798947145,4.920348731,5.757463708,0.350454765,1.43989535,4.676492759,6.351609632,0.013204616,0.076985281,0.071272582,0.085621298,0.122213625,0.309573186,0.23718612,0.018290485,0.018360965,0.021625932,0.027897749,2.8581,10.70081,-10.30188
150.0826086,2.006717853,27.59193492,27.30202914,26.60580151,25.33602095,24.70480863,24.12744585,23.91126021,26.85719032,25.63829344,24.22927409,23.71766125,0.033359999,0.043570079,0.082733119,0.266435212,0.476514967,0.811001501,0.989682554,0.065633244,0.201689192,0.73839775,1.182865866,0.016436553,0.064452633,0.044575096,0.052896315,0.064659571,0.135817168,0.09976524,0.016114701,0.012693717,0.010474693,0.014983272,2.8391,9.94005,-8.87788
150.0830554,2.006866132,26.37787716,25.97494383,25.98376971,25.22876238,24.84836671,24.49131098,24.40765172,25.8705733,25.39197159,24.59357814,24.39898072,0.102058489,0.147918491,0.146720945,0.294100017,0.41749696,0.580063595,0.626526307,0.162843595,0.253052927,0.527920763,0.631549959,0.039521838,0.074881872,0.057438189,0.069379031,0.088735667,0.135955635,0.104702654,0.048775746,0.037709046,0.015591804,0.018442949,3.0306,9.51741,-8.69505
150.0015435,2.036723551,26.88870146,25.55178901,25.19224713,24.36522635,24.04423231,23.52222258,23.23858016,25.84427467,24.87327871,23.66786675,23.07929176,0.063755758,0.218415974,0.304159333,0.651492561,0.875602666,1.416155585,1.838941591,0.166836139,0.408026635,1.238378203,2.129527703,0.041628209,0.078062949,0.072491455,0.087663041,0.127354526,0.251910671,0.21754111,0.036421656,0.029327954,0.023070871,0.034766434,2.6923,9.72867,-7.91372
149.9988369,2.038245833,26.97952153,25.59614045,25.19349148,24.58704499,24.27819045,24.05909103,23.98030954,25.90728606,25.05658839,23.65950614,23.22240661,0.058639653,0.209673632,0.30381094,0.531106976,0.705868531,0.863701328,0.928701581,0.157429304,0.344639177,1.247951036,1.866540232,0.028663837,0.080604879,0.073026528,0.087314402,0.125798907,0.265932854,0.226844205,0.047564037,0.036906289,0.027610489,0.038840848,2.7771,10.15505,-9.08199
150.1109252,1.997559078,23.91377937,23.64167558,23.62048417,23.37230255,22.83295071,23.09640287,22.9613769,23.79540113,23.68406367,22.84928163,22.79866053,0.987388927,1.268614783,1.293618842,1.625844405,2.671897027,2.096229612,2.373827952,1.101132419,1.2200413,2.632008861,2.757628681,0.080314166,0.099560465,0.084140945,0.102094984,0.135008801,0.157137246,0.129861427,0.08489996,0.067763395,0.04164505,0.044871542,3.6064,9.85626,-7.63983
150.1277,1.991662506,24.97587934,24.54572418,24.25127916,23.45762894,23.30096672,22.73632909,22.55929146,24.45054753,23.70127417,22.99612754,22.70309075,0.371234443,0.551709332,0.723582968,1.502963463,1.73625421,2.920574999,3.437822233,0.602255796,1.200854337,2.299053,3.01136709,0.030646294,0.06557446,0.050675146,0.059877553,0.077673431,0.132614376,0.119869097,0.034815487,0.027937445,0.018389479,0.023081753,2.6911,10.188,-8.90475
150.1077204,1.999115496,26.45419826,25.94326036,25.39359654,24.90260586,24.03071737,24.15980441,23.86619281,26.28439437,25.21210189,23.58659154,23.03323017,0.095130701,0.152298581,0.252674481,0.397152824,0.88657004,0.787187587,1.031627413,0.111235203,0.298647749,1.334637692,2.221815195,0.051989598,0.07605693,0.062246092,0.075803801,0.098235959,0.138230346,0.114605762,0.046184667,0.036122656,0.02512813,0.032345535,3.7479,10.46988,-8.83223
150.0610314,2.016137978,25.81673204,24.41703179,23.96576408,23.54703235,23.04831767,22.38981889,22.04508236,24.96707121,24.35666943,22.67551339,21.90314511,0.171122527,0.621136833,0.941226979,1.384162444,2.191154143,4.018578389,5.520355607,0.374258365,0.656647398,3.088834522,6.291322622,0.026449853,0.081669375,0.067792162,0.083663832,0.111849159,0.18211982,0.130010997,0.021698552,0.018789011,0.019899803,0.035519821,3.1212,10.75897,-9.51795
150.03364,2.026266094,24.07088089,23.94545085,23.85954352,23.30010153,23.19809749,23.10698253,23.09247358,23.91395141,23.41427609,23.18296285,23.16765589,0.854373251,0.959002326,1.037964716,1.737638322,1.908802531,2.075902667,2.103829631,0.987232481,1.564190206,1.935596635,1.963078406,0.056079378,0.080057891,0.071312776,0.085956714,0.119951652,0.203879894,0.164413918,0.060574217,0.055293508,0.043934343,0.0464213,2.8345,9.65176,-8.1053
150.0459948,2.021870137,24.61715108,24.23255813,24.34197066,24.21557038,23.82901453,23.64541849,23.6372678,24.58688192,24.45123,23.67540295,23.6026331,0.516582356,0.736167684,0.665597584,0.747776564,1.067564656,1.264248957,1.273775472,0.531186746,0.601877349,1.229812269,1.315063604,0.056138537,0.093328192,0.082520757,0.100888896,0.138726031,0.191962424,0.150301393,0.061927504,0.049615592,0.032464558,0.035729065,4.0119,9.88353,-8.41891
149.9929344,2.041287812,26.73280922,24.4224797,24.06965624,23.66919188,23.41948389,22.70037317,22.50151409,25.55858817,24.60521772,23.28197732,22.81153485,0.073599746,0.618027955,0.855337485,1.236867701,1.556705438,3.018913941,3.625720866,0.217052471,0.522291442,1.766888202,2.7251227,0.020564341,0.071440643,0.063441014,0.078392657,0.110677433,0.27043482,0.223172508,0.014227577,0.012766971,0.014730699,0.019486155,3.7799,9.70442,-7.61214
150.1044006,2.001814995,25.97185173,25.44753779,25.11924027,25.01106851,24.33684353,24.80199031,24.64190087,25.50429135,25.35482474,24.30676645,23.98314636,0.148340352,0.240427912,0.325314853,0.359395469,0.668748142,0.435716368,0.504939856,0.228183091,0.261860567,0.687532794,0.92627823,0.041278408,0.08416907,0.067583484,0.081454378,0.106359635,0.137718587,0.119026534,0.026938321,0.021382578,0.020444399,0.026634562,3.5443,9.70263,-8.37897
150.0824721,2.009321424,27.3317094,,26.69421426,24.02978056,23.2222788,22.82071277,22.61290479,26.05102437,24.40052754,22.89549115,22.42135865,0.042395156,0.000127377,0.076263072,0.887335331,1.866759965,2.702183847,3.272186765,0.137908251,0.630650846,2.522339503,3.90352118,0.008171052,0.063800121,0.043779656,0.051473987,0.06262647,0.149899165,0.102192324,0.011666381,0.014048125,0.008840574,0.012459909,2.5874,10.5347,-12.25263
150.0815408,2.010059052,24.90775137,24.71427794,24.43743157,23.64957854,23.33107867,23.03938938,22.89332012,24.58918319,23.83818074,22.99961229,22.60853451,0.395275096,0.472377088,0.609575317,1.259414195,1.688762323,2.209246878,2.527388187,0.530062067,1.0585898,2.291685854,3.285384437,0.025082104,0.069711699,0.051179273,0.061517638,0.0775334,0.149994576,0.106286966,0.02348908,0.01838997,0.013069304,0.016820615,2.7549,9.99559,-8.27822
150.0564167,2.020190754,25.49339899,25.01042083,24.91660152,24.35943408,23.95497878,24.10420554,23.98790172,25.09123582,24.50707783,23.91304454,23.82605116,0.2304838,0.359609925,0.392066191,0.654977482,0.95062337,0.828548208,0.922230143,0.333814863,0.571700888,0.988057419,1.070482414,0.051727067,0.084136488,0.068087013,0.082773965,0.108943182,0.16831243,0.129272042,0.073464804,0.058412933,0.023454752,0.025665946,3.1121,9.6385,-8.58765
150.0504054,2.022574062,24.72027733,24.31270627,24.17444705,23.65173928,23.52041914,23.83458564,23.63284061,24.20640473,23.91408513,23.38619348,23.26833218,0.469774098,0.683781729,0.776642552,1.256910313,1.418509813,1.062100817,1.278980011,0.75411592,0.987110901,1.605175819,1.789233936,0.035432543,0.071881189,0.059374463,0.072279613,0.097319737,0.172737294,0.12882998,0.058983221,0.046195663,0.022563396,0.025170687,3.057,9.79178,-8.58318
150.0840096,2.010793295,25.39954209,24.89947578,24.77714636,24.15092366,23.89159122,23.97175221,23.93798459,24.64391148,24.50147463,23.87755119,23.84723669,0.251294605,0.398299432,0.445801427,0.793652771,1.007774845,0.936050149,0.965619801,0.504005654,0.574658916,1.020891349,1.049796995,0.048836029,0.078342196,0.061674777,0.075292399,0.096979634,0.131242019,0.106269947,0.041882633,0.032391241,0.018118587,0.020059127,3.1067,9.51074,-8.31704
150.047459,2.02405758,25.63732327,24.60154888,24.07460242,22.90954829,22.38345584,21.89549225,21.61617787,24.53339222,23.35726521,22.01580672,21.36702292,0.201869494,0.524059319,0.851449768,2.489892994,4.042198744,6.335823922,8.19462062,0.55801145,1.648518844,5.671230665,10.30838976,0.060253654,0.090861411,0.079158257,0.097236343,0.132703037,0.219820354,0.16419433,0.06107284,0.051544204,0.054250095,0.087807744,2.5258,10.79581,-8.65447
150.0881484,2.009559151,22.25120771,22.20778297,22.40107919,22.69195559,23.05613943,22.19970134,22.23205246,22.287126,22.23609632,22.3380898,22.21669216,4.565800328,4.752113575,3.977116593,3.042410173,2.17542557,4.787617717,4.647067878,4.417225803,4.629791927,4.214674905,4.713278863,0.517341648,0.358909984,0.284616188,0.318259747,0.372765898,0.368036786,0.255776228,0.421885426,0.34801413,0.116366472,0.123226521,2.5068,9.55115,-7.70272
150.0081364,2.039118748,26.865094,26.30704424,25.51309548,24.86942721,24.2094657,23.82439975,23.48702447,26.32862643,26.21165238,24.09829785,23.32850832,0.065157198,0.108938729,0.226340259,0.409476624,0.751992867,1.072111859,1.462817719,0.106794633,0.118943043,0.833068781,1.692765004,0.034361309,0.075064947,0.063217951,0.07417537,0.10322245,0.232357255,0.205081262,0.050441132,0.039117463,0.018761644,0.027870929,3.5181,9.94811,-8.02227
150.0875166,2.010505565,24.47032051,24.13782538,24.0563239,23.89369742,23.73111864,23.31698585,23.34348191,24.33150797,24.08466115,23.36839229,23.28645171,0.591387031,0.803285355,0.865905384,1.005821768,1.16829507,1.71082528,1.669580002,0.672042611,0.843597996,1.631710413,1.759621722,0.037324471,0.074835908,0.059839193,0.073422082,0.096480887,0.127150351,0.106418457,0.034130897,0.026334178,0.01740726,0.019717559,3.7103,9.54805,-7.68114
150.0521634,2.023390467,25.05266452,24.16595449,24.10585122,23.2130026,22.65830373,21.74791025,21.15157124,24.54880051,23.68701003,22.06860067,21.07508557,0.345886963,0.782741218,0.827293307,1.882777328,3.138184751,7.258316452,12.57104857,0.550148327,1.216734968,5.402064101,13.48856577,0.067611391,0.089352653,0.074342923,0.09095608,0.120259377,0.239866415,0.159425094,0.086720643,0.068422425,0.033674801,0.055993186,2.6562,10.40266,-7.62363
150.0671166,2.018435429,26.63640569,25.45862987,25.8310746,25.66626509,25.11281337,24.67999117,24.40568745,26.26033488,25.90892528,23.94465203,23.52541428,0.08043364,0.23798416,0.168876866,0.196559466,0.327246231,0.487532453,0.627660822,0.113727646,0.1571918,0.959708157,1.411998673,0.014572972,0.06475367,0.047963344,0.057719293,0.074032507,0.142005232,0.107194023,0.018749878,0.016312298,0.027252134,0.036430973,4.5354,10.5797,-8.92655
150.0513102,2.024839944,24.00384066,23.83029104,23.33671294,22.08811418,21.66582077,21.79116944,21.60417288,23.4508439,22.54301621,21.60722417,21.36396859,0.908790413,1.066310252,1.680021436,5.305842182,7.828376308,6.974807446,8.285731313,1.512385268,3.489743585,8.262478292,10.33742958,0.021597016,0.066863805,0.05630526,0.069307441,0.095108322,0.201993478,0.14367809,0.045688064,0.047043424,0.064572928,0.083735408,3.1675,10.65001,-8.79998
150.0529257,2.024447833,26.95939722,24.46249167,24.2088174,23.27961032,22.75363167,21.84536834,21.50214075,25.92262651,24.31700611,22.34678581,21.44303239,0.059736684,0.595666711,0.752442019,1.770744376,2.874400849,6.635179322,9.102143978,0.155220613,0.681079104,4.181053036,9.611408679,0.06911006,0.094793158,0.079629209,0.097418237,0.128473938,0.224936708,0.169816077,0.093062639,0.073682303,0.035843973,0.058256578,3.1306,10.99682,-8.92849
150.0662155,2.019873681,24.97910327,24.51978004,24.35905318,23.60299868,23.37414313,23.3205834,23.1831148,24.71021274,23.89020807,23.19756784,22.95073105,0.370133754,0.565051437,0.655207303,1.314620881,1.623090545,1.705165901,1.93532577,0.474149069,1.009059492,1.909733923,2.397218275,0.264610519,0.205340562,0.160999918,0.184111374,0.217122944,0.234846121,0.182825083,0.246451274,0.194110171,0.075016424,0.078871809,2.9902,10.10633,-8.82512
150.0584332,2.023396727,30.20034226,25.99605896,25.61404685,24.43233621,23.95346791,23.09233575,22.7720391,27.03710659,25.21717152,23.45845788,22.65220631,0.003019,0.145069601,0.20624397,0.612442776,0.951947144,2.104096714,2.826079403,0.055610572,0.297256521,1.501816422,3.155858151,0.068226858,0.099647148,0.077857558,0.093003748,0.117889004,0.162906985,0.141451427,0.098101111,0.077848802,0.027883301,0.042777811,2.5757,10.34321,-8.7479
150.0612101,2.023284213,24.9861478,24.47393702,24.47389965,24.41496554,23.9154933,24.04346763,24.06484011,24.94494621,24.66324077,23.77660521,23.67610314,0.367740009,0.589420438,0.589440727,0.622320036,0.985831479,0.876219568,0.859140029,0.381963192,0.495112271,1.120360833,1.22901942,0.027946948,0.075174233,0.057849641,0.070259736,0.090652659,0.158343107,0.118223495,0.041670274,0.032607061,0.019577063,0.021978472,4.0118,9.86056,-8.5106
