acsf814w_dust,VISTA_Y_dust,VISTA_J_dust,VISTA_H_dust,VISTA_Ks_dust,irac_ch1_dust,irac_ch2_dust,NIRCam_F115W_dust,NIRCam_F150W_dust,NIRCam_F277W_dust,NIRCam_F444W_dust
25.095318,25.00347,24.86341,24.088823,23.897388,23.495934,23.433245,24.92072,24.227226,23.712797,23.443142
25.011883,24.95345,24.777922,23.90907,23.648335,23.21093,23.124458,24.848783,24.093437,23.442984,23.136492
25.243868,25.091017,24.794956,23.754635,23.500174,23.051056,22.964075,24.908731,23.956348,23.29737,22.976954
25.317602,25.159224,24.993093,24.220695,24.00847,23.567928,23.493362,25.064592,24.35837,23.803339,23.502645
23.650658,23.585436,23.519339,22.940777,22.792416,22.383118,22.299995,23.546131,23.042818,22.61618,22.311716
25.37212,25.345654,25.262678,24.55948,24.398235,24.077717,24.033709,25.29917,24.682722,24.25112,24.041416
25.93934,25.818369,25.567266,24.592794,24.353764,23.98196,23.930105,25.66836,24.774813,24.173868,23.939404
24.839676,24.51151,24.177668,23.143805,22.685207,21.735058,21.457745,24.314917,23.376064,22.2532,21.487648
28.03078,27.462194,26.923231,25.596712,24.93551,23.833483,23.531982,27.147577,25.901037,24.373053,23.562796
25.985836,25.6525,25.316317,24.271563,23.852463,23.011677,22.787567,25.454407,24.496107,23.460323,22.813562
25.297771,25.101831,24.888487,24.036125,23.777754,23.25348,23.159998,24.977448,24.19794,23.528824,23.172125
25.246498,25.191515,25.05791,24.272526,24.135511,23.848164,23.83633,25.112299,24.401836,24.006392,23.84141
23.993586,23.905846,23.783697,23.03631,22.836311,22.394926,22.308388,23.832388,23.179583,22.63716,22.320524
26.63879,26.40574,26.11289,25.120808,24.826859,24.315105,24.238272,26.23415,25.308294,24.574053,24.248886
25.87031,25.644526,25.228575,24.05251,23.79802,23.417917,23.363604,25.386093,24.272926,23.619793,23.373459
23.618488,23.4394,23.188309,22.230333,21.95888,21.389088,21.256287,23.284622,22.422253,21.70756,21.273277
25.488077,25.157692,24.5486,23.234419,22.82796,22.285864,22.1573,24.768965,23.538256,22.574556,22.172579
25.863974,25.562956,25.043608,23.747578,23.356129,22.775593,22.63169,25.237228,24.029854,23.086514,22.648317
25.695644,25.373951,25.049044,24.025522,23.631222,22.796553,22.572762,25.180506,24.244228,23.250593,22.598328
25.856869,25.653473,25.415447,24.49098,24.187754,23.619734,23.496906,25.513128,24.675636,23.915928,23.512058
24.989426,24.85418,24.666666,23.797071,23.5256,23.002571,22.887506,24.74223,23.975052,23.282396,22.901852
26.387426,26.197014,25.98955,25.142641,24.832075,24.268238,24.143099,26.07899,25.316507,24.55555,24.15773
25.436825,25.283255,25.097132,24.252016,24.012226,23.527288,23.434067,25.17241,24.41427,23.78715,23.44628
24.118332,24.004723,23.759594,22.773237,22.512356,22.012161,21.895315,23.852678,22.984985,22.297056,21.910252
26.706427,26.522203,26.155073,25.040543,24.772495,24.36502,24.304667,26.296808,25.260395,24.577763,24.314705
26.734774,26.54434,26.133947,25.009474,24.742264,24.41353,24.38567,26.291727,25.233263,24.573156,24.392714
25.490574,25.434048,25.299797,24.510956,24.37485,24.104864,24.099894,25.355148,24.645086,24.252407,24.103212
24.163225,24.005203,23.646389,22.546217,22.164486,21.557117,21.407724,23.782974,22.814892,21.886707,21.425186
25.764809,25.60352,25.393156,24.500275,24.214546,23.696875,23.594065,25.481743,24.683348,23.96585,23.606428
25.373348,25.337076,25.234581,24.497473,24.36807,24.096453,24.086374,25.277063,24.623238,24.247347,24.090195
26.082943,25.819435,25.569826,24.687613,24.34735,23.720997,23.583723,25.676329,24.872469,24.036808,23.598717
25.519077,25.428467,25.263742,24.43139,24.246567,23.882288,23.840075,25.329329,24.585527,24.079626,23.847572
24.265568,24.073856,23.843039,22.920378,22.652777,22.026512,21.873457,23.933937,23.105274,22.383968,21.892134
25.352625,25.29753,25.175312,24.39855,24.23385,23.91053,23.876152,25.226349,24.538027,24.087244,23.882353
25.417929,25.244139,25.055307,24.22434,23.946936,23.38683,23.259098,25.13404,24.389372,23.682785,23.275032
25.798817,25.655424,25.451288,24.571795,24.30581,23.815329,23.721924,25.5369,24.739964,24.069265,23.734987
26.476189,26.321573,26.044106,25.041245,24.784155,24.386234,24.330976,26.157162,25.225279,24.587667,24.340656
25.850637,25.58507,25.297886,24.302525,23.937292,23.272663,23.113016,25.41676,24.507874,23.615623,23.131575
25.474508,25.343222,25.177546,24.370155,24.131899,23.681208,23.601744,25.248314,24.525953,23.917067,23.612103
26.174788,26.075243,25.836843,24.882488,24.676311,24.360357,24.336027,25.931437,25.05953,24.524036,24.34233
24.1798,24.022297,23.863989,23.10084,22.837326,22.262508,22.125702,23.92753,23.263859,22.572506,22.141872
26.071596,25.892586,25.489037,24.34675,24.059908,23.688261,23.635284,25.641909,24.589275,23.876064,23.644175
26.67118,26.382639,26.077234,25.082335,24.705072,24.024467,23.875193,26.203999,25.291067,24.369713,23.89243
24.445164,24.275764,24.087166,23.2447,22.99687,22.47861,22.368658,24.162674,23.40934,22.758324,22.38221
23.900764,23.610956,23.20628,22.013575,21.6061,20.814142,20.58374,23.360554,22.27749,21.262299,20.607685
26.23405,25.892231,25.47858,24.28379,23.854853,23.087406,22.89169,25.641668,24.541576,23.491074,22.913616
28.092665,27.646824,27.204077,26.013018,25.492239,24.634775,24.431986,27.390722,26.272558,25.054485,24.45291
24.562395,24.519253,24.421497,23.690327,23.526863,23.157068,23.095228,24.45869,23.828304,23.364643,23.104841
25.144928,25.051731,24.896194,24.079243,23.90677,23.5439,23.49952,24.957745,24.227121,23.744184,23.506912
25.691042,25.495613,25.251032,24.302345,23.988617,23.424025,23.298662,25.352106,24.493015,23.717089,23.314362
26.762774,26.49584,26.197004,25.19883,24.825108,24.169779,24.02184,26.32255,25.401339,24.499834,24.039581
24.858315,24.779188,24.639883,23.844849,23.64532,23.237495,23.163994,24.697424,23.987368,23.458916,23.175179
26.571598,26.241781,25.882616,24.792994,24.356955,23.527845,23.309319,26.030298,25.026854,23.963715,23.33491
24.917053,24.909592,24.850702,24.209139,24.11933,23.88568,23.886898,24.877485,24.302782,24.018238,23.889597
25.024082,24.798737,24.367779,23.177057,22.931618,22.572699,22.520721,24.53001,23.39764,22.766144,22.530544
25.094095,25.041134,24.90099,24.110332,23.998463,23.771746,23.788364,24.96123,24.227531,23.895628,23.789795
27.28596,26.818638,26.315512,25.014494,24.465528,23.553774,23.310148,26.520441,25.29899,24.01259,23.336828
26.097424,25.881979,25.578838,24.553823,24.253143,23.75283,23.659422,25.701494,24.75266,24.009201,23.672125
25.809109,25.426418,25.056133,23.975117,23.531305,22.662373,22.428816,25.208527,24.203508,23.12092,22.45531
26.933277,26.616474,26.285543,25.259674,24.871635,24.186,24.037077,26.426691,25.463734,24.52978,24.05437
27.068716,26.455359,25.924534,24.70161,24.040016,22.717196,22.325108,26.144217,24.98965,23.404966,22.366167
29.344187,28.613937,27.78404,26.07997,25.351118,24.276505,23.988167,28.112642,26.4531,24.792177,24.018969
24.477636,24.368544,24.206713,23.380505,23.168034,22.734936,22.653318,24.273426,23.527372,22.969645,22.665024
25.4475,25.326132,25.17734,24.419584,24.247759,23.882511,23.841496,25.24258,24.54217,24.078861,23.847677
24.63774,24.474716,24.192617,23.17241,22.950762,22.538427,22.470234,24.304358,23.350515,22.766531,22.481539
26.297712,26.122082,25.899488,25.00557,24.750278,24.302023,24.234282,25.995983,25.165054,24.530703,24.24363
26.969095,26.736008,26.389385,25.29489,24.926792,24.366367,24.250477,26.532316,25.51743,24.642654,24.265787
24.86367,24.855568,24.7585,24.016405,23.91072,23.693428,23.700663,24.80063,24.128359,23.815544,23.703444
24.476908,24.319324,24.01843,22.959873,22.686344,22.203161,22.101637,24.136108,23.167631,22.468636,22.116102
24.98131,24.83942,24.689018,23.9469,23.693201,23.14314,23.020712,24.752321,24.094048,23.436443,23.036049
25.390846,25.256416,25.084066,24.273483,24.05051,23.597134,23.519531,25.155886,24.419947,23.837975,23.530775
25.009125,24.95443,24.78891,23.93058,23.725327,23.365702,23.31012,24.855513,24.092403,23.557913,23.319735
24.645185,24.51718,24.339882,23.509129,23.298592,22.866833,22.78991,24.413172,23.652527,23.100742,22.80091
24.301517,24.061913,23.73033,22.63201,22.26279,21.564865,21.373684,23.861992,22.861301,21.95209,21.395075
27.266796,26.832132,26.421963,25.319021,24.825996,23.984646,23.783138,26.597733,25.553284,24.398079,23.803776
25.539936,25.314785,25.086948,24.228193,23.95004,23.38847,23.27577,25.18451,24.387917,23.681934,23.289568
25.100353,24.660318,24.233345,23.08433,22.528461,21.351952,20.995022,24.406317,23.358404,21.997171,21.03233
25.537697,25.396145,25.20941,24.368868,24.141394,23.693905,23.621698,25.28703,24.520864,23.930471,23.632383
26.173586,26.043283,25.770893,24.77785,24.535543,24.170286,24.120745,25.87962,24.96352,24.357286,24.12978
25.717726,25.439789,25.148727,24.161987,23.790936,23.107174,22.940115,25.270733,24.361275,23.45941,22.959429
24.603355,24.279997,23.90784,22.784687,22.287868,21.37408,21.11066,24.060118,23.044952,21.862425,21.138784
25.17978,24.88534,24.493555,23.320759,22.95715,22.295488,22.126015,24.648878,23.550365,22.654003,22.146044
26.256365,26.015959,25.697159,24.665182,24.387945,23.914537,23.847351,25.829708,24.84616,24.15537,23.857239
25.24635,25.036757,24.778563,23.808071,23.466038,22.82784,22.67157,24.885506,24.006908,23.162193,22.690182
23.850714,23.795427,23.695639,22.977467,22.815321,22.435778,22.369457,23.736086,23.09994,22.647844,22.37988
24.732487,24.482937,24.22317,23.296198,22.972618,22.230108,22.034254,24.329058,23.480757,22.642841,22.058134
26.785011,26.186052,25.603342,24.216797,23.494467,22.137259,21.726492,25.84175,24.551407,22.84857,21.768236
25.144484,25.009773,24.852575,24.084713,23.886995,23.477442,23.40988,24.92086,24.216625,23.69669,23.419025
24.857677,24.779894,24.614908,23.756702,23.549276,23.157068,23.089684,24.680283,23.920149,23.36976,23.100168
25.17541,24.97486,24.742252,23.82512,23.525255,22.954943,22.827488,24.838957,24.002762,23.253853,22.8432
23.175577,23.053335,22.819647,21.86009,21.634562,21.171864,21.07075,22.910662,22.039707,21.438047,21.085056
25.92468,25.715921,25.47581,24.567007,24.2752,23.729685,23.622053,25.57656,24.738058,24.01143,23.635883
23.76185,23.535336,23.16815,22.024982,21.695898,21.093182,20.937052,23.30905,22.261177,21.433092,20.955822
25.87907,25.579077,25.20786,24.068157,23.742954,23.137573,23.00005,25.355417,24.279467,23.464088,23.017265
27.355585,26.988028,26.397482,25.133453,24.808325,24.416397,24.36282,26.61668,25.385822,24.605354,24.373093
26.806879,26.538797,26.05906,24.858732,24.587137,24.248417,24.211903,26.241014,25.083794,24.415867,24.220201
24.6585,24.56411,24.345264,23.395063,23.203787,22.877316,22.837774,24.431887,23.563307,23.05493,22.845814
24.482283,24.083395,23.70781,22.64721,22.172926,21.08506,20.760824,23.859491,22.887491,21.693785,20.795881
25.179068,25.116817,25.00557,24.28181,24.139345,23.821314,23.79159,25.053423,24.398876,23.996265,23.797947
25.123125,25.069845,24.990284,24.33511,24.194118,23.869516,23.830587,25.025501,24.443806,24.049124,23.837095
25.587305,25.348873,24.854872,23.625738,23.193878,22.590471,22.439943,25.039837,23.92627,22.913658,22.457247
25.923513,25.703266,25.253632,24.091036,23.769684,23.346672,23.273628,25.423952,24.340393,23.56098,23.285454
27.091646,26.718079,26.135347,24.851383,24.55593,24.189384,24.14519,26.351166,25.09363,24.37045,24.154339
25.856167,25.566856,25.247839,24.211027,23.810848,23.011347,22.800062,25.37735,24.434912,23.44011,22.824726
25.201464,25.157555,25.061249,24.35196,24.232206,23.964195,23.956158,25.103012,24.462816,24.112633,23.95976
25.222488,25.171635,25.070967,24.358723,24.220846,23.896242,23.863071,25.113485,24.474533,24.075636,23.870062
25.686234,25.375305,25.065464,24.064148,23.662079,22.924173,22.73917,25.194378,24.274551,23.301641,22.75991
24.72233,24.539865,24.328493,23.44323,23.163433,22.61536,22.494364,24.41578,23.614326,22.905651,22.509518
25.541698,25.280005,25.004784,24.039013,23.706924,23.083294,22.940523,25.118942,24.22618,23.407585,22.957336
25.10994,24.83813,24.542086,23.543465,23.167215,22.379656,22.167093,24.661728,23.757038,22.809652,22.191856
27.030066,26.711746,26.362156,25.278044,24.80716,24.01397,23.813505,26.508528,25.521673,24.407671,23.836063
25.540264,25.269245,24.959267,23.9301,23.540867,22.760683,22.551155,25.083982,24.155231,23.18397,22.575315
25.882723,25.672388,25.424229,24.492716,24.141449,23.504751,23.352636,25.528233,24.686815,23.831984,23.370575
26.16478,25.756216,25.35226,24.217592,23.708609,22.712618,22.43147,25.518312,24.470531,23.238066,22.462229
26.824242,26.578592,26.304369,25.354551,25.002573,24.390594,24.258188,26.423517,25.543941,24.69712,24.273418
25.812447,25.65495,25.429705,24.501818,24.195375,23.678835,23.569204,25.526775,24.687819,23.941996,23.58308
24.583921,24.483532,24.32386,23.495367,23.23187,22.720325,22.601086,24.38945,23.665579,22.99628,22.61616
25.868284,25.771381,25.583126,24.706127,24.517199,24.189442,24.157045,25.663351,24.85099,24.362368,24.163525
25.15368,25.043718,24.894106,24.121288,23.942993,23.578547,23.538708,24.95943,24.25012,23.773712,23.54508
27.593649,27.246033,26.824423,25.641441,25.218994,24.558022,24.41764,26.99877,25.876392,24.882215,24.434645
27.902842,27.433641,26.97685,25.79288,25.255358,24.34288,24.120924,27.169722,26.046593,24.789284,24.144688
24.358622,24.186096,23.991583,23.143116,22.905058,22.325647,22.188574,24.068602,23.306932,22.65803,22.20616
23.140873,23.126957,23.098913,22.542673,22.46906,22.160398,22.12292,23.107895,22.628595,22.34705,22.130335
25.984118,25.681225,25.226389,23.971125,23.524342,22.807219,22.61715,25.403477,24.252588,23.186207,22.638184
26.01259,25.682707,25.098959,23.783829,23.389227,22.866774,22.754799,25.313547,24.078426,23.134827,22.7694
25.451275,25.220997,24.945026,23.961056,23.633038,22.9494,22.778885,25.055513,24.164469,23.324537,22.799767
25.32142,25.279245,25.153393,24.361513,24.201902,23.903055,23.877476,25.206118,24.500956,24.064728,23.88335
21.856977,21.7286,21.550978,20.707237,20.458673,19.840916,19.675179,21.618952,20.881392,20.205126,19.694876
27.663261,26.977612,26.051985,24.609213,24.087397,23.511492,23.39145,26.367496,24.977903,23.787525,23.40655
24.625755,24.477598,24.124779,23.036858,22.68729,22.137474,22.011711,24.258371,23.292234,22.43673,22.02767
24.8453,24.785353,24.614367,23.747953,23.561033,23.22258,23.179958,24.681837,23.909472,23.405697,23.188057
25.765858,25.587854,25.362856,24.457598,24.234573,23.800583,23.737858,25.455006,24.619781,24.03107,23.74711
24.894556,24.815763,24.613464,23.6832,23.517311,23.21971,23.191553,24.692253,23.844112,23.385187,23.198153
26.508524,26.336882,26.08506,25.136366,24.878193,24.430609,24.36545,26.18839,25.316462,24.660105,24.375393
25.567991,25.049856,24.529684,23.219252,22.52766,21.20351,20.791805,24.74111,23.54925,21.916178,20.831942
23.984968,23.834883,23.596502,22.633314,22.402868,21.911755,21.807802,23.688555,22.815237,22.191961,21.82205
27.384996,26.9661,26.321203,25.010683,24.70086,24.341793,24.301102,26.553986,25.270655,24.516594,24.309786
26.74179,26.527384,26.11924,24.9901,24.76104,24.469784,24.459637,26.276709,25.19196,24.614054,24.465166
26.406713,26.232866,25.910564,24.863913,24.63465,24.288525,24.260073,26.0386,25.054981,24.46553,24.266779
24.132277,23.986122,23.684504,22.607046,22.32401,21.805653,21.677683,23.79877,22.832788,22.102661,21.693016
25.080168,25.018997,24.84472,23.991137,23.841616,23.566296,23.562984,24.914438,24.13728,23.714996,23.567116
25.19336,25.087057,24.886658,23.98534,23.795637,23.441525,23.402046,24.966505,24.147469,23.633272,23.409399
25.333937,25.327662,25.271652,24.614082,24.474428,24.183798,24.152351,25.296438,24.73148,24.341274,24.158176
26.857042,26.533804,26.17555,25.068708,24.593548,23.790113,23.583841,26.323412,25.322569,24.19259,23.606485
25.124851,24.950174,24.76899,23.976568,23.720066,23.173445,23.058483,24.84286,24.134241,23.465403,23.07277
24.865221,24.742125,24.554363,23.688498,23.46827,22.955544,22.843641,24.627895,23.85364,23.249552,22.859493
27.591312,27.060635,26.570635,25.341644,24.73217,23.683971,23.402649,26.775158,25.620386,24.20057,23.431515
25.781313,25.42104,25.0837,24.065859,23.61117,22.764774,22.540167,25.223333,24.29294,23.19717,22.564121
24.374992,24.252996,24.058086,23.158155,22.93652,22.50979,22.432549,24.138622,23.316214,22.740044,22.443798
25.112982,24.966259,24.72038,23.762737,23.574093,23.231354,23.196232,24.820436,23.91655,23.416603,23.203365
25.838268,25.46381,25.11069,24.074074,23.624477,22.706514,22.452929,25.2572,24.299206,23.195475,22.481874
25.25686,24.845224,24.463268,23.389317,22.933533,21.956263,21.681433,24.620176,23.61545,22.48382,21.71214
25.280602,25.223488,25.105352,24.36255,24.239693,23.976004,23.969004,25.156857,24.474527,24.121271,23.972523
24.78087,24.292856,23.48692,22.067999,21.530422,20.874378,20.70277,23.769115,22.433592,21.227575,20.719797
25.0475,24.915895,24.61839,23.594765,23.354897,22.96322,22.89934,24.73505,23.787273,23.17443,22.910833
27.318953,27.003681,26.451006,25.210321,24.849892,24.416912,24.347404,26.660746,25.47026,24.62316,24.358643
25.009695,24.886345,24.741186,23.986437,23.791817,23.386736,23.321806,24.804928,24.115711,23.604645,23.330536
24.591814,24.340496,24.090157,23.191303,22.870321,22.103247,21.89714,24.19206,23.372284,22.533064,21.922096
26.195236,26.068176,25.82981,24.893335,24.685804,24.342676,24.309336,25.927603,25.05287,24.520733,24.31673
25.338512,25.08013,24.838064,23.984642,23.665407,23.012615,22.85936,24.940058,24.150635,23.353493,22.877163
24.897781,24.761786,24.584293,23.737848,23.475313,22.956371,22.843962,24.655989,23.912813,23.233778,22.858133
24.366846,24.190552,24.030249,23.298685,23.053757,22.48751,22.35679,24.09481,23.446291,22.794653,22.372347
26.130981,25.894302,25.52286,24.390965,24.096249,23.621584,23.540668,25.669086,24.609537,23.868677,23.552116
24.36637,24.16129,23.696157,22.490227,22.107704,21.56417,21.43588,23.868662,22.780228,21.85662,21.451008
26.471407,25.866009,25.10556,23.474127,22.843761,21.8614,21.577164,25.393543,23.839958,22.370022,21.605293
26.087776,25.832586,25.556616,24.58503,24.221668,23.558228,23.40141,25.669563,24.7946,23.90006,23.419264
27.141544,26.824348,26.483732,25.429663,25.025229,24.325558,24.175142,26.625393,25.654434,24.67614,24.19229
26.647911,26.434374,26.19037,25.2698,24.959455,24.387724,24.27027,26.292496,25.459034,24.681747,24.284258
25.167473,25.005638,24.81342,23.957085,23.694042,23.16756,23.054886,24.89085,24.129864,23.448946,23.068794
25.55337,25.446388,25.239208,24.33014,24.148144,23.818554,23.78801,25.320852,24.492247,23.99722,23.79437
25.935707,25.63084,25.284094,24.196953,23.766825,22.936728,22.713154,25.423227,24.444613,23.380735,22.737862
25.199493,25.121595,25.000546,24.247437,24.065994,23.698463,23.646217,25.051231,24.388996,23.897507,23.653913
25.436693,25.378532,25.251892,24.47068,24.31007,23.991156,23.959778,25.304174,24.611977,24.165136,23.965658
24.718058,24.631409,24.487108,23.674183,23.44048,23.00776,22.923141,24.547634,23.839783,23.237663,22.934294
26.477293,26.281733,25.91491,24.816668,24.605297,24.307795,24.299128,26.057848,25.009607,24.459875,24.303806
25.129045,24.907042,24.550516,23.433796,23.253262,22.933167,22.900648,24.684292,23.619106,23.116049,22.90735
25.409195,25.013424,24.642876,23.5797,23.112747,22.111792,21.82458,24.792822,23.821629,22.656097,21.855307
27.928041,27.321316,26.466562,25.048817,24.60128,24.100014,24.006342,26.758755,25.388329,24.343237,24.018719
25.270372,25.170319,25.011917,24.193645,23.959103,23.498915,23.408901,25.077145,24.349857,23.74381,23.421412
23.948706,23.692257,23.431631,22.506145,22.205223,21.487982,21.301264,23.536781,22.6841,21.892332,21.323977
27.999622,27.425266,26.853361,25.468653,24.75351,23.518929,23.16084,27.089336,25.801985,24.139462,23.197956
25.62645,25.236055,24.595049,23.244005,22.851757,22.333824,22.214931,24.827072,23.544344,22.603737,22.23053
25.43942,25.25305,25.000807,24.037376,23.741196,23.12963,22.98341,25.1014,24.231153,23.466673,23.002249
29.708199,29.033676,28.405651,26.976982,26.216505,24.981447,24.646257,28.670525,27.310566,25.573158,24.679827
25.631824,25.27074,24.893782,23.782635,23.307764,22.382183,22.118538,25.047796,24.030075,22.876883,22.147413
26.836458,26.590971,26.260433,25.191935,24.865997,24.341167,24.241903,26.396523,25.392485,24.605032,24.255337
25.759022,25.650284,25.484644,24.661348,24.433748,24.014605,23.943802,25.55676,24.811905,24.232931,23.953737
27.726542,27.24419,26.777048,25.551592,24.95769,23.955753,23.68555,26.97307,25.829107,24.448376,23.713884
26.154984,26.052828,25.872902,25.01093,24.764313,24.35102,24.280535,25.951145,25.172228,24.562449,24.290886
24.568054,24.383297,24.16812,23.28773,23.032545,22.421736,22.273895,24.254904,23.452538,22.768778,22.293413
25.640396,25.365997,25.101477,24.204126,23.838667,23.135504,22.966833,25.213171,24.390263,23.495384,22.986315
25.750381,25.643732,25.438948,24.547195,24.342402,23.987637,23.947742,25.523136,24.703133,24.173601,23.955729
24.475769,24.26601,23.98437,22.980976,22.590014,21.840273,21.631908,24.098637,23.205297,22.25153,21.655378
24.926075,24.806751,24.650375,23.853933,23.671877,23.218725,23.127575,24.712612,23.988655,23.479836,23.141338
25.22363,24.851326,24.193668,22.855371,22.375973,21.760448,21.602516,24.431927,23.187296,22.086025,21.620161
26.438156,26.291576,25.979498,24.930918,24.616022,24.160837,24.076574,26.105005,25.149954,24.388601,24.089
25.848135,25.656614,25.446985,24.596453,24.348099,23.87698,23.795628,25.537758,24.74793,24.12154,23.805725
26.55505,26.34998,26.043905,25.003054,24.69852,24.212137,24.12305,26.169733,25.199394,24.457867,24.135687
24.73801,24.389793,24.048388,23.013794,22.56375,21.618216,21.346521,24.187046,23.248896,22.13208,21.376244
24.699623,24.55459,24.40323,23.661392,23.442451,22.94356,22.845617,24.465124,23.801058,23.213926,22.858456
25.53637,25.14487,24.765898,23.681494,23.193174,22.191126,21.90036,24.91998,23.928587,22.730877,21.931484
25.96454,25.804617,25.537691,24.529972,24.237755,23.75399,23.658112,25.646538,24.72794,24.00386,23.67135
25.366907,25.230616,25.041674,24.176426,23.934393,23.46924,23.37981,25.119688,24.336306,23.716059,23.392315
26.040283,25.751299,25.401045,24.285131,23.862692,23.142338,22.961227,25.543036,24.528366,23.51155,22.981379
24.982813,24.78926,24.5728,23.69126,23.384842,22.791334,22.65161,24.662949,23.86817,23.102798,22.66861
26.081348,25.743107,25.19178,23.869848,23.539154,23.068708,22.980713,25.39666,24.130749,23.313963,22.993208
27.290327,26.840485,26.387962,25.16558,24.589996,23.629452,23.373304,26.575876,25.44805,24.103441,23.400333
26.268139,25.993015,25.703356,24.726751,24.364677,23.701693,23.550936,25.823633,24.92615,24.040907,23.568516
24.966007,24.949814,24.867521,24.164515,24.063236,23.828724,23.829725,24.902554,24.273102,23.96213,23.832699
26.154924,25.990643,25.67697,24.611067,24.325977,23.892567,23.818024,25.802,24.820375,24.113594,23.829416
24.67715,24.510805,24.330479,23.514883,23.267796,22.74831,22.638315,24.4047,23.668041,23.027094,22.652336
25.885311,25.727798,25.519691,24.633966,24.321571,23.750744,23.621801,25.606031,24.820023,24.046066,23.63793
25.417337,25.271143,25.029715,24.068438,23.79553,23.254171,23.13244,25.126108,24.257175,23.552204,23.149115
24.704956,24.56027,24.33286,23.392897,23.171162,22.683264,22.579975,24.422815,23.560072,22.961184,22.59476
27.00763,26.643454,26.255556,25.122911,24.650082,23.80664,23.586811,26.417105,25.367937,24.239431,23.61221
25.459196,25.373257,25.23573,24.459785,24.299646,23.97216,23.942102,25.294994,24.587397,24.149834,23.947844
26.107458,25.993559,25.797873,24.914665,24.6685,24.24977,24.180819,25.881353,25.083073,24.464638,24.190966
25.54515,25.516848,25.40693,24.650461,24.502981,24.226967,24.212238,25.453531,24.780212,24.375597,24.217068
24.47175,24.212158,23.96001,23.064415,22.75853,21.997717,21.793955,24.06026,23.25027,22.431662,21.817472
25.361938,25.115425,24.848715,23.884981,23.542992,22.90236,22.753038,24.957748,24.08669,23.23585,22.77006
26.305653,26.144453,25.942734,25.076752,24.808174,24.325302,24.241365,26.02831,25.249075,24.57354,24.251955
25.425795,25.02788,24.352724,22.94461,22.40354,21.67325,21.481627,24.601686,23.297281,22.051014,21.501915
27.795214,27.168364,26.290174,24.891684,24.39747,23.861889,23.75834,26.592014,25.247105,24.116016,23.771976
27.822346,27.360975,26.677546,25.367268,25.045357,24.692057,24.656797,26.923103,25.631615,24.858437,24.664917
25.764582,25.58566,25.376143,24.504465,24.242195,23.76066,23.6788,25.464767,24.674057,24.010134,23.688965
24.952826,24.771181,24.500305,23.487501,23.226233,22.716145,22.609497,24.605974,23.685507,22.999113,22.62344
26.27591,26.07034,25.817076,24.851171,24.532991,23.983915,23.865503,25.922268,25.048574,24.266542,23.879436
26.637877,26.493473,26.224983,25.216879,24.92997,24.497412,24.427786,26.335747,25.419565,24.713871,24.437916
23.904726,23.713017,23.523443,22.709852,22.433817,21.841232,21.700148,23.599686,22.878736,22.160933,21.716387
24.590536,24.249937,23.59923,22.283682,21.835663,21.260078,21.106392,23.827662,22.614752,21.578539,21.12168
26.907198,26.281313,25.38589,23.897875,23.399902,22.802292,22.655537,25.69028,24.265425,23.10819,22.671858
25.510426,25.06789,24.351555,22.910435,22.45377,21.836094,21.680069,24.607288,23.248514,22.159544,21.697536
24.701042,24.525042,24.31597,23.43058,23.117079,22.502098,22.34958,24.400438,23.624592,22.830158,22.367119
26.624216,26.2323,25.823187,24.662182,24.148167,23.181,22.913933,25.989113,24.9331,23.68732,22.942688
24.563126,24.400517,24.211674,23.367546,23.067007,22.469158,22.32138,24.287725,23.55319,22.78993,22.338154
26.336529,26.17631,25.84252,24.750439,24.505342,24.148144,24.107256,25.972933,24.9584,24.33191,24.114819
24.82012,24.713446,24.552656,23.719444,23.499973,23.057419,22.975231,24.616669,23.88369,23.297485,22.986448
25.020906,25.03432,24.959696,24.23488,24.092873,23.816097,23.787966,24.99009,24.3699,23.969147,23.793943
26.454039,26.326338,26.115923,25.199041,24.898468,24.411373,24.316275,26.204794,25.392845,24.65684,24.328524
25.95872,25.843494,25.654213,24.781296,24.59097,24.246029,24.220467,25.733065,24.937202,24.428541,24.225544
24.473722,24.33523,24.180626,23.399153,23.188896,22.715271,22.620468,24.241928,23.54815,22.976274,22.632566
26.277302,25.761307,25.298388,24.130445,23.561438,22.406153,22.072493,25.487123,24.40418,23.017984,22.107306
24.71094,24.422089,24.080927,22.995756,22.667686,21.988049,21.813585,24.212677,23.211828,22.366318,21.83322
26.504915,26.276499,25.830395,24.640137,24.35934,23.99538,23.949024,25.998652,24.879814,24.178637,23.957403
25.319578,25.12465,24.878923,23.918459,23.619806,23.064665,22.943626,24.977884,24.115305,23.358326,22.958094
25.035784,24.854391,24.662464,23.833122,23.5348,22.934855,22.793503,24.740692,24.012152,23.251835,22.810186
26.164724,25.943903,25.576105,24.452566,24.23834,23.897755,23.870247,25.718847,24.647783,24.08035,23.876657
25.800816,25.642746,25.473892,24.69939,24.463127,23.993643,23.908598,25.54678,24.84461,24.2401,23.919092
26.02167,25.940573,25.797955,25.001328,24.770205,24.35533,24.280289,25.859629,25.155172,24.570576,24.290977
25.053108,24.901495,24.731798,23.938446,23.71291,23.239496,23.150637,24.803541,24.086578,23.493025,23.162191
26.756035,26.384521,25.99621,24.863995,24.400227,23.541649,23.316978,26.155499,25.111134,23.989117,23.342634
25.250216,25.086807,24.896904,24.058405,23.788078,23.248117,23.130001,24.97447,24.226488,23.53467,23.144808
